bank_id,pm_family,course,unit,section,destination,destination_group,destination_slot,retrieval_stage_or_scope,mastery_goal_id,evidence_point_id,summative_version,blueprint_slot_id,question_family_id,variation_mode,task_architecture,dok,learning_target,i_can,practice_standard,item_type,answer_type,security_level,estimated_time_sec,figure_files,figure_source,graph_tool_type,source_basis,notes
U2-EXT09,AP/SCI,Conceptual Physics,2,2.3,Extended Reasoning,extended,EXT09,secure-evidence,U2-MG03,U2-EP024,,,U2-EXT-F09,secure_independent,sign reasoning across reversal,3,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",graph/data interpretation; quantitative reasoning; model translation,extended constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-EXT10,AP/SCI,Conceptual Physics,2,2.5,Extended Reasoning,extended,EXT10,secure-evidence,U2-MG04,U2-EP025,,,U2-EXT-F10,secure_independent,multi-phase representation design,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,develop/evaluate models; representation translation; argument from evidence,extended constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-PERF01,AP/SCI,Conceptual Physics,2,2.5,Performance Task,performance,PERF01,secure-evidence,U2-MG02 | U2-MG04,U2-EP026 | U2-EP027,,,U2-PERF-F01,secure_performance,position-time dataset -> phase analysis -> average speed/velocity -> graph/vector model -> critique position-vs-velocity misconception,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",mathematical reasoning; representation translation; model critique,performance task,constructed-response,secure,1500,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-PERF02,AP/SCI,Conceptual Physics,2,2.4,Performance Task,performance,PERF02,secure-evidence,U2-MG03 | U2-MG04,U2-EP028 | U2-EP029,,,U2-PERF-F02,secure_performance,two-object velocity dataset -> interval acceleration -> ideal-model comparison -> prediction -> model limitation -> experimental improvement,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,data interpretation; mathematical reasoning; model evaluation; experimental reasoning,performance task,constructed-response,secure,1500,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q01,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V1-Q01,secure-evidence,U2-MG01,U2-EP030,V1,U2-SUM-SLOT01,U2-SUM-TD-FAM01,test_day_controlled_variant,object fixed in moving vehicle; select paired frame descriptions,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q02,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V1-Q02,secure-evidence,U2-MG01,U2-EP031,V1,U2-SUM-SLOT02,U2-SUM-TD-FAM02,test_day_controlled_variant,paired observer claims; explain frame dependence,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q03,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V1-Q03,secure-evidence,U2-MG02,U2-EP032,V1,U2-SUM-SLOT03,U2-SUM-TD-FAM03,test_day_controlled_variant,odometer change over elapsed time -> average speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q04,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V1-Q04,secure-evidence,U2-MG02,U2-EP033,V1,U2-SUM-SLOT04,U2-SUM-TD-FAM04,test_day_controlled_variant,magnitude plus direction -> identify velocity,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q05,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V1-Q05,secure-evidence,U2-MG02,U2-EP034,V1,U2-SUM-SLOT05,U2-SUM-TD-FAM05,test_day_controlled_variant,unequal-time checkpoint data -> compare interval rates and whole-trip average,3,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q06,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V1-Q06,secure-evidence,U2-MG03,U2-EP035,V1,U2-SUM-SLOT06,U2-SUM-TD-FAM06,test_day_controlled_variant,three-point velocity record -> infer constant acceleration,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q07,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V1-Q07,secure-evidence,U2-MG03,U2-EP036,V1,U2-SUM-SLOT07,U2-SUM-TD-FAM07,test_day_controlled_variant,positive velocity decreases; infer acceleration sign and speed trend,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q08,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V1-Q08,secure-evidence,U2-MG03,U2-EP037,V1,U2-SUM-SLOT08,U2-SUM-TD-FAM08,test_day_controlled_variant,free fall from rest; v=gt,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q09,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V1-Q09,secure-evidence,U2-MG03,U2-EP038,V1,U2-SUM-SLOT09,U2-SUM-TD-FAM09,test_day_controlled_variant,falling object reaches near-constant speed; evaluate ideal model,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q10,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V1-Q10,secure-evidence,U2-MG04,U2-EP039,V1,U2-SUM-SLOT10,U2-SUM-TD-FAM10,test_day_controlled_variant,equal vector length with changed direction,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q11,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V1-Q11,secure-evidence,U2-MG04,U2-EP040,V1,U2-SUM-SLOT11,U2-SUM-TD-FAM11,test_day_controlled_variant,linear position table -> graph and motion diagram,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V1-Q12,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V1-Q12,secure-evidence,U2-MG04 | U2-MG03,U2-EP041 | U2-EP042,V1,U2-SUM-SLOT12,U2-SUM-TD-FAM12,test_day_controlled_variant,increasing dot spacing versus equal velocity arrows; critique and revise,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q01,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V2-Q01,secure-evidence,U2-MG02,U2-EP043,V2,U2-SUM-SLOT04,U2-SUM-TD-FAM04,test_day_controlled_variant,magnitude plus direction -> identify velocity,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q02,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V2-Q02,secure-evidence,U2-MG02,U2-EP044,V2,U2-SUM-SLOT05,U2-SUM-TD-FAM05,test_day_controlled_variant,unequal-time checkpoint data -> compare interval rates and whole-trip average,3,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q03,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V2-Q03,secure-evidence,U2-MG03,U2-EP045,V2,U2-SUM-SLOT06,U2-SUM-TD-FAM06,test_day_controlled_variant,three-point velocity record -> infer constant acceleration,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q04,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V2-Q04,secure-evidence,U2-MG03,U2-EP046,V2,U2-SUM-SLOT07,U2-SUM-TD-FAM07,test_day_controlled_variant,positive velocity decreases; infer acceleration sign and speed trend,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q05,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V2-Q05,secure-evidence,U2-MG03,U2-EP047,V2,U2-SUM-SLOT08,U2-SUM-TD-FAM08,test_day_controlled_variant,free fall from rest; v=gt,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q06,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V2-Q06,secure-evidence,U2-MG03,U2-EP048,V2,U2-SUM-SLOT09,U2-SUM-TD-FAM09,test_day_controlled_variant,falling object reaches near-constant speed; evaluate ideal model,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q07,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V2-Q07,secure-evidence,U2-MG04,U2-EP049,V2,U2-SUM-SLOT10,U2-SUM-TD-FAM10,test_day_controlled_variant,equal vector length with changed direction,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q08,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V2-Q08,secure-evidence,U2-MG04,U2-EP050,V2,U2-SUM-SLOT11,U2-SUM-TD-FAM11,test_day_controlled_variant,linear position table -> graph and motion diagram,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q09,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V2-Q09,secure-evidence,U2-MG04 | U2-MG03,U2-EP051 | U2-EP052,V2,U2-SUM-SLOT12,U2-SUM-TD-FAM12,test_day_controlled_variant,increasing dot spacing versus equal velocity arrows; critique and revise,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q10,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V2-Q10,secure-evidence,U2-MG01,U2-EP053,V2,U2-SUM-SLOT01,U2-SUM-TD-FAM01,test_day_controlled_variant,object fixed in moving vehicle; select paired frame descriptions,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q11,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V2-Q11,secure-evidence,U2-MG01,U2-EP054,V2,U2-SUM-SLOT02,U2-SUM-TD-FAM02,test_day_controlled_variant,paired observer claims; explain frame dependence,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V2-Q12,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V2-Q12,secure-evidence,U2-MG02,U2-EP055,V2,U2-SUM-SLOT03,U2-SUM-TD-FAM03,test_day_controlled_variant,odometer change over elapsed time -> average speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q01,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V3-Q01,secure-evidence,U2-MG03,U2-EP056,V3,U2-SUM-SLOT07,U2-SUM-TD-FAM07,test_day_controlled_variant,positive velocity decreases; infer acceleration sign and speed trend,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q02,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V3-Q02,secure-evidence,U2-MG03,U2-EP057,V3,U2-SUM-SLOT08,U2-SUM-TD-FAM08,test_day_controlled_variant,free fall from rest; v=gt,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q03,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V3-Q03,secure-evidence,U2-MG03,U2-EP058,V3,U2-SUM-SLOT09,U2-SUM-TD-FAM09,test_day_controlled_variant,falling object reaches near-constant speed; evaluate ideal model,3,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use free-fall patterns to compare distance fallen during different time intervals and distinguish free fall from falling with significant air resistance.,model evaluation; explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q04,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V3-Q04,secure-evidence,U2-MG04,U2-EP059,V3,U2-SUM-SLOT10,U2-SUM-TD-FAM10,test_day_controlled_variant,equal vector length with changed direction,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q05,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V3-Q05,secure-evidence,U2-MG04,U2-EP060,V3,U2-SUM-SLOT11,U2-SUM-TD-FAM11,test_day_controlled_variant,linear position table -> graph and motion diagram,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q06,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V3-Q06,secure-evidence,U2-MG04 | U2-MG03,U2-EP061 | U2-EP062,V3,U2-SUM-SLOT12,U2-SUM-TD-FAM12,test_day_controlled_variant,increasing dot spacing versus equal velocity arrows; critique and revise,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q07,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V3-Q07,secure-evidence,U2-MG01,U2-EP063,V3,U2-SUM-SLOT01,U2-SUM-TD-FAM01,test_day_controlled_variant,object fixed in moving vehicle; select paired frame descriptions,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q08,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V3-Q08,secure-evidence,U2-MG01,U2-EP064,V3,U2-SUM-SLOT02,U2-SUM-TD-FAM02,test_day_controlled_variant,paired observer claims; explain frame dependence,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q09,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V3-Q09,secure-evidence,U2-MG02,U2-EP065,V3,U2-SUM-SLOT03,U2-SUM-TD-FAM03,test_day_controlled_variant,odometer change over elapsed time -> average speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q10,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V3-Q10,secure-evidence,U2-MG02,U2-EP066,V3,U2-SUM-SLOT04,U2-SUM-TD-FAM04,test_day_controlled_variant,magnitude plus direction -> identify velocity,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q11,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V3-Q11,secure-evidence,U2-MG02,U2-EP067,V3,U2-SUM-SLOT05,U2-SUM-TD-FAM05,test_day_controlled_variant,unequal-time checkpoint data -> compare interval rates and whole-trip average,3,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V3-Q12,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V3-Q12,secure-evidence,U2-MG03,U2-EP068,V3,U2-SUM-SLOT06,U2-SUM-TD-FAM06,test_day_controlled_variant,three-point velocity record -> infer constant acceleration,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q01,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V4-Q01,secure-evidence,U2-MG04,U2-EP069,V4,U2-SUM-SLOT10,U2-SUM-TD-FAM10,test_day_controlled_variant,equal vector length with changed direction,2,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can represent velocity with arrows that show both speed and direction.,representation translation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q02,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V4-Q02,secure-evidence,U2-MG04,U2-EP070,V4,U2-SUM-SLOT11,U2-SUM-TD-FAM11,test_day_controlled_variant,linear position table -> graph and motion diagram,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.",I can compare velocity vectors to determine whether an object’s velocity is changing.,develop/use models; representation translation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q03,AP/SCI,Conceptual Physics,2,2.5,Summative,summative,V4-Q03,secure-evidence,U2-MG04 | U2-MG03,U2-EP071 | U2-EP072,V4,U2-SUM-SLOT12,U2-SUM-TD-FAM12,test_day_controlled_variant,increasing dot spacing versus equal velocity arrows; critique and revise,3,"Students will use velocity vectors, motion diagrams, and simple graphs to model and explain the motion of objects.","I can connect motion diagrams, data tables, and graphs to written descriptions of motion and critique an incorrect motion model and revise it using evidence.",argument from evidence; model critique,constructed response,constructed-response,secure,420,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q04,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V4-Q04,secure-evidence,U2-MG01,U2-EP073,V4,U2-SUM-SLOT01,U2-SUM-TD-FAM01,test_day_controlled_variant,object fixed in moving vehicle; select paired frame descriptions,2,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can explain why an object can be moving relative to one reference frame but not another.,perspective/representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q05,AP/SCI,Conceptual Physics,2,2.1,Summative,summative,V4-Q05,secure-evidence,U2-MG01,U2-EP074,V4,U2-SUM-SLOT02,U2-SUM-TD-FAM02,test_day_controlled_variant,paired observer claims; explain frame dependence,3,Students will explain that motion is relative and describe an object’s motion using an appropriate frame of reference.,I can identify the reference frame used in a motion description.,scientific explanation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q06,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V4-Q06,secure-evidence,U2-MG02,U2-EP075,V4,U2-SUM-SLOT03,U2-SUM-TD-FAM03,test_day_controlled_variant,odometer change over elapsed time -> average speed,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.","I can explain that velocity includes both speed and direction and compare examples of constant speed, constant velocity, and changing velocity.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q07,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V4-Q07,secure-evidence,U2-MG02,U2-EP076,V4,U2-SUM-SLOT04,U2-SUM-TD-FAM04,test_day_controlled_variant,magnitude plus direction -> identify velocity,2,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can calculate average speed from distance and time.,representation interpretation,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q08,AP/SCI,Conceptual Physics,2,2.2,Summative,summative,V4-Q08,secure-evidence,U2-MG02,U2-EP077,V4,U2-SUM-SLOT05,U2-SUM-TD-FAM05,test_day_controlled_variant,unequal-time checkpoint data -> compare interval rates and whole-trip average,3,"Students will distinguish between speed and velocity and use distance, time, and direction to describe motion.",I can distinguish instantaneous speed from average speed.,data interpretation,constructed response,constructed-response,secure,300,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q09,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V4-Q09,secure-evidence,U2-MG03,U2-EP078,V4,U2-SUM-SLOT06,U2-SUM-TD-FAM06,test_day_controlled_variant,three-point velocity record -> infer constant acceleration,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.","I can identify positive, negative, or zero acceleration from a motion situation and interpret simple motion graphs and connect them to velocity or acceleration.",mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q10,AP/SCI,Conceptual Physics,2,2.3,Summative,summative,V4-Q10,secure-evidence,U2-MG03,U2-EP079,V4,U2-SUM-SLOT07,U2-SUM-TD-FAM07,test_day_controlled_variant,positive velocity decreases; infer acceleration sign and speed trend,2,"Students will explain acceleration as the rate at which velocity changes and identify acceleration from motion descriptions, data, and graphs.",I can calculate acceleration from change in velocity and time.,representation reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
U2-SUM-V4-Q11,AP/SCI,Conceptual Physics,2,2.4,Summative,summative,V4-Q11,secure-evidence,U2-MG03,U2-EP080,V4,U2-SUM-SLOT08,U2-SUM-TD-FAM08,test_day_controlled_variant,free fall from rest; v=gt,2,Students will describe free fall as motion under the influence of gravity alone and use simple free-fall relationships to determine speed or distance fallen.,I can use $g \approx 10\text{ m/s}^2$ to determine speed gained during free fall.,mathematical reasoning,selected response,multiple-choice,secure,90,,,,Unit 2 Assessment Plan | Conceptual Physics Framework section archetypes/source packet,
