image_id,toolkit_path,filename,curriculum_unit,curriculum_section,hewitt_chapter,hewitt_subsection_hint,primary_story_role,story_roles,concept_tags,alt_text,caption,what_students_should_notice_candidate,sha256,duplicate_of,source_catalog_path
PHYS-C37B4A019E16,images/unit6/PHYS-C37B4A019E16__u6_4_from_ch_28_48_viewing_narrow_and_wide_angle.png,u6_4_from_ch_28_48_viewing_narrow_and_wide_angle.png,6,6.4,28,48,model_or_diagram,model_or_diagram; phenomenon_or_example,,Figure 28.48: object viewed through a narrow angle when far away and a wide angle when nearby,Figure 28.48 Viewing.,Figure 28.48: object viewed through a narrow angle when far away and a wide angle when nearby.,c37b4a019e16961cefc0aa40eff1d6b4d41934ee59bb34a32cae5876273b976e,,units/unit6/images_6_4/u6_4_from_ch_28_48_viewing_narrow_and_wide_angle.png
PHYS-BF609D2A3F17,images/unit6/PHYS-BF609D2A3F17__u6_4_from_ch_28_49_magnifying_glass_virtual_image_inside_focal_point.png,u6_4_from_ch_28_49_magnifying_glass_virtual_image_inside_focal_point.png,6,6.4,28,49,phenomenon_or_example,phenomenon_or_example,lens,Figure 28.49: converging lens used as a magnifying glass for an object inside the focal point,"Figure 28.49 When an object is near a converging lens (inside its focal point f ), the lens acts as a magnifying glass to produce a virtual image. The image appears larger and farther from the lens than the object.",Figure 28.49: converging lens used as a magnifying glass for an object inside the focal point.,bf609d2a3f17302414458a021f38a3ce4ab7bdc4cff52a7918cfe1fba0fafe91,,units/unit6/images_6_4/u6_4_from_ch_28_49_magnifying_glass_virtual_image_inside_focal_point.png
PHYS-1CAFD044E6C2,images/unit6/PHYS-1CAFD044E6C2__u6_4_from_ch_28_50_converging_lens_real_image_on_wall.png,u6_4_from_ch_28_50_converging_lens_real_image_on_wall.png,6,6.4,28,50,phenomenon_or_example,phenomenon_or_example,lens,Figure 28.50: converging lens forms a real upside-down image on a wall,"Figure 28.50 When an object is far from a converging lens (beyond its focal point), a real upside-down image is formed.",Figure 28.50: converging lens forms a real upside-down image on a wall.,1cafd044e6c21aaf7b50df99b799ac987b5654abad7a3f9ce818e2e98eb16c92,,units/unit6/images_6_4/u6_4_from_ch_28_50_converging_lens_real_image_on_wall.png
PHYS-4AA08492540B,images/unit6/PHYS-4AA08492540B__u6_4_from_ch_28_51_diverging_lens_virtual_right_side_up_image.png,u6_4_from_ch_28_51_diverging_lens_virtual_right_side_up_image.png,6,6.4,28,51,conceptual_reference,conceptual_reference,lens,Figure 28.51: diverging lens forms a virtual right-side-up image,"Figure 28.51 A diverging lens forms a virtual, right-side-up image of Jamie and his cat.",Figure 28.51: diverging lens forms a virtual right-side-up image.,4aa08492540b2842958782132a68a04b6dd21aebce73b6a92784aa7a608b6026,,units/unit6/images_6_4/u6_4_from_ch_28_51_diverging_lens_virtual_right_side_up_image.png
PHYS-80114DE8EEA7,images/unit6/PHYS-80114DE8EEA7__u6_4_from_ch_28_pp_pinhole_camera_candle_real_image.png,u6_4_from_ch_28_pp_pinhole_camera_candle_real_image.png,6,6.4,28,pp,phenomenon_or_example,phenomenon_or_example,,Pinhole camera sketch showing a candle forming an upside-down image inside a box,Pinhole camera sketch for the Practicing Physics activity.,Pinhole camera sketch showing a candle forming an upside-down image inside a box.,80114de8eea7906c0f63ddf78ae9011fa3c948fb2902fd726ab8b253f96a994f,,units/unit6/images_6_4/u6_4_from_ch_28_pp_pinhole_camera_candle_real_image.png
PHYS-CB2735232C84,images/unit6/PHYS-CB2735232C84__u6_4_from_ch_28_pp_thin_lens_equation_object_image_distances.png,u6_4_from_ch_28_pp_thin_lens_equation_object_image_distances.png,6,6.4,28,pp,model_or_diagram,model_or_diagram; phenomenon_or_example,lens,"Thin-lens equation diagram with object distance, image distance, focal length, and real image","Thin-lens equation diagram showing object distance, image distance, focal length, and real image.","Thin-lens equation diagram with object distance, image distance, focal length, and real image.",cb2735232c8496e237b074081898c97884494ec71c821d030944c9688fba64bf,,units/unit6/images_6_4/u6_4_from_ch_28_pp_thin_lens_equation_object_image_distances.png
PHYS-9732F86883F3,images/unit6/PHYS-9732F86883F3__u6_1_from_ch_26_pp_crossed_fingers_touch_illusion.png,u6_1_from_ch_26_pp_crossed_fingers_touch_illusion.png,6,,26,pp,phenomenon_or_example,phenomenon_or_example,,Think and Do 32: person holding up a finger for the dominant-eye test,Think and Do 32: Dominant-eye test illustration.,Think and Do 32: person holding up a finger for the dominant-eye test.,9732f86883f38b0a31ecb35151ac7567a00ac0e6f8f86c823b60f460be2ce231,,units/unit6/images_review/u6_1_from_ch_26_pp_crossed_fingers_touch_illusion.png
PHYS-1A52F10281FE,images/unit6/PHYS-1A52F10281FE__u6_1_from_ch_26_pp_lamp_ball_wall_shadow_model.png,u6_1_from_ch_26_pp_lamp_ball_wall_shadow_model.png,6,,26,pp,phenomenon_or_example,phenomenon_or_example,,"Think and Solve 38: lamp, ball, and wall shadow model","Think and Solve 38: Lamp, ball, and wall shadow model.","Think and Solve 38: lamp, ball, and wall shadow model.",1a52f10281fe2807bd80a328b6da25c3d9daffc27f4e45d336785e940c937a6e,,units/unit6/images_review/u6_1_from_ch_26_pp_lamp_ball_wall_shadow_model.png
PHYS-1C9108D47467,images/unit7/PHYS-1C9108D47467__unit7-charge-interactions.png,unit7-charge-interactions.png,7,,,,conceptual_reference,conceptual_reference,charge,Charge interaction snapshots,,Charge interaction snapshots.,1c9108d474670cd57fe0172036121600c860ca9c3bed8371702c0efe10a2522f,,units/unit7/figures/unit7-charge-interactions.png
PHYS-19159CBA85E8,images/unit7/PHYS-19159CBA85E8__unit7-complete-circuit.png,unit7-complete-circuit.png,7,,,,model_or_diagram,model_or_diagram,circuit,Simple complete circuit,,Simple complete circuit.,19159cba85e8c3a9e51aa6a07219c81bbf6890d2d11c38c356ef8cce20ed2976,,units/unit7/figures/unit7-complete-circuit.png
PHYS-1C7CD61198D9,images/unit7/PHYS-1C7CD61198D9__unit7-energy-audit.png,unit7-energy-audit.png,7,,,,table_or_data,table_or_data,energy; electric,Electrical energy audit table,,Electrical energy audit table.,1c7cd61198d91e0e945a94f4b9bd059ca7806b2714291b52476f399f84fb4fd1,,units/unit7/figures/unit7-energy-audit.png
PHYS-9307F551A4F2,images/unit7/PHYS-9307F551A4F2__unit7-induction-polarization.png,unit7-induction-polarization.png,7,,,,conceptual_reference,conceptual_reference,,Induction and polarization model,,Induction and polarization model.,9307f551a4f23c9c00e4a51913d50da8ccdaa5dd5169bb0d4c67ca5d633fcc33,,units/unit7/figures/unit7-induction-polarization.png
PHYS-44FC8AF62649,images/unit7/PHYS-44FC8AF62649__unit7-ohms-law-graph.png,unit7-ohms-law-graph.png,7,,,,graph_or_data,graph_or_data,voltage; current,Voltage-current graph for an ohmic device,,Voltage-current graph for an ohmic device.,44fc8af62649ffab16b02cb01ada2989ca6bcddfea085c514e9d61333096ce8d,,units/unit7/figures/unit7-ohms-law-graph.png
PHYS-A36EC792B45B,images/unit7/PHYS-A36EC792B45B__unit7-open-circuit.png,unit7-open-circuit.png,7,,,,model_or_diagram,model_or_diagram,circuit,Open circuit with switch gap,,Open circuit with switch gap.,a36ec792b45bf4b87743c26af70597d92624dada12ec98fb2c8f988994398fa0,,units/unit7/figures/unit7-open-circuit.png
PHYS-A25AFC78C1F2,images/unit7/PHYS-A25AFC78C1F2__unit7-parallel-circuit.png,unit7-parallel-circuit.png,7,,,,model_or_diagram,model_or_diagram,circuit,Parallel circuit diagram,,Parallel circuit diagram.,a25afc78c1f291346f7550a0a8c8858f61f438666aa4a09b965c69040de0cbe1,,units/unit7/figures/unit7-parallel-circuit.png
PHYS-B6C2D543EB92,images/unit7/PHYS-B6C2D543EB92__unit7-power-ratings.png,unit7-power-ratings.png,7,,,,conceptual_reference,conceptual_reference,power,Power ratings for household devices,,Power ratings for household devices.,b6c2d543eb923fdd08068fd8f3d2d89a7f17ac4ba163cff1ba94102a827cf102,,units/unit7/figures/unit7-power-ratings.png
PHYS-6945611E5817,images/unit7/PHYS-6945611E5817__unit7-series-circuit.png,unit7-series-circuit.png,7,,,,model_or_diagram,model_or_diagram; process_or_sequence,circuit,Series circuit diagram,,Series circuit diagram.,6945611e5817662a060615692f57580c854f8a14acdadd305469e20cd86b2dd6,,units/unit7/figures/unit7-series-circuit.png
PHYS-39B840F33F64,images/unit7/PHYS-39B840F33F64__unit7-series-parallel-compare.png,unit7-series-parallel-compare.png,7,,,,model_or_diagram,model_or_diagram; comparison; process_or_sequence,circuit,Series and parallel circuit comparison,,Series and parallel circuit comparison.,39b840f33f642d3f96d89fa214a52535e0bd165904d7d8363d8eece21971d044,,units/unit7/figures/unit7-series-parallel-compare.png
PHYS-6F731E1E5ED3,images/unit7/PHYS-6F731E1E5ED3__unit7-short-circuit.png,unit7-short-circuit.png,7,,,,model_or_diagram,model_or_diagram,circuit,Short circuit model,,Short circuit model.,6f731e1e5ed3c02c67a5ab6ddc1eb8a0c6d9ed2a0d0197d1be2ac17214e604a9,,units/unit7/figures/unit7-short-circuit.png
PHYS-207D034F95E9,images/unit7/PHYS-207D034F95E9__unit7-troubleshooting-circuit.png,unit7-troubleshooting-circuit.png,7,,,,model_or_diagram,model_or_diagram,circuit,Circuit troubleshooting diagram,,Circuit troubleshooting diagram.,207d034f95e9e70d2b7d2e16f3b8cf109e28572148d2479c989fb451511bcd35,,units/unit7/figures/unit7-troubleshooting-circuit.png
PHYS-D77A3CC113A9,images/unit7/PHYS-D77A3CC113A9__u7_1_from_ch_22_1_like_charges_repel_unlike_charges_attract.png,u7_1_from_ch_22_1_like_charges_repel_unlike_charges_attract.png,7,7.1,22,1,phenomenon_or_example,phenomenon_or_example,charge,Figure 22.1: suspended charged balls showing like charges repelling and unlike charges attracting,Figure 22.1 Like charges repel. Unlike charges attract.,Figure 22.1: suspended charged balls showing like charges repelling and unlike charges attracting.,d77a3cc113a9db6b2b76272f58dbbc23a08478bfdf94e0af710af1ddfdac21cd,,units/unit7/images_7_1/u7_1_from_ch_22_1_like_charges_repel_unlike_charges_attract.png
PHYS-E0F2FD316754,images/unit7/PHYS-E0F2FD316754__u7_1_from_ch_22_2_helium_atom_protons_neutrons_electrons.png,u7_1_from_ch_22_2_helium_atom_protons_neutrons_electrons.png,7,7.1,22,2,comparison,comparison,,"Figure 22.2: model of a helium atom showing two protons, two neutrons, and two electrons",Figure 22.2 Model of a helium atom. The atomic nucleus is composed of two protons and two neutrons. The positively charged protons attract two negative electrons.,"Figure 22.2: model of a helium atom showing two protons, two neutrons, and two electrons.",e0f2fd316754f84c8cf5d7ada42310f82dc0fc02a9e5db3bc32f4479b7493eba,,units/unit7/images_7_1/u7_1_from_ch_22_2_helium_atom_protons_neutrons_electrons.png
PHYS-20E63C8499D7,images/unit7/PHYS-20E63C8499D7__u7_1_from_ch_22_3_electrons_transfer_from_fur_to_rod.png,u7_1_from_ch_22_3_electrons_transfer_from_fur_to_rod.png,7,7.1,22,3,comparison,comparison,charge,"Figure 22.3: electrons transferred from fur to a rod, leaving the rod negatively charged",Figure 22.3 Electrons are transferred from the fur to the rod. The rod is then negatively charged. Is the fur charged? How much compared to the rod? Positively or negatively?,"Figure 22.3: electrons transferred from fur to a rod, leaving the rod negatively charged.",20e63c8499d784ac11734830fa20d7b2e6980248210a9d99eba940b57f48b6f7,,units/unit7/images_7_1/u7_1_from_ch_22_3_electrons_transfer_from_fur_to_rod.png
PHYS-CD6FD30872FD,images/unit7/PHYS-CD6FD30872FD__u7_1_from_ch_22_7_charging_by_induction_two_spheres_a_b.png,u7_1_from_ch_22_7_charging_by_induction_two_spheres_a_b.png,7,7.1,22,7,comparison,comparison,charge,Figure 22.7: two touching metal spheres are charged by induction with a nearby negatively charged rod,Figure 22.7 Charging by induction.,Figure 22.7: two touching metal spheres are charged by induction with a nearby negatively charged rod.,cd6fd30872fd06ea4ae31677434a19f2d7908454361d82959aa8466692954004,,units/unit7/images_7_1/u7_1_from_ch_22_7_charging_by_induction_two_spheres_a_b.png
PHYS-BCA13E070434,images/unit7/PHYS-BCA13E070434__u7_1_from_ch_22_8_charging_by_induction_grounding_metal_sphere.png,u7_1_from_ch_22_8_charging_by_induction_grounding_metal_sphere.png,7,7.1,22,8,process_or_sequence,process_or_sequence,,Figure 22.8: six stages of charging a hanging metal sphere by induction and grounding,"Figure 22.8 Stages of charge induction by grounding. (a) The net charge on the metal sphere is zero. (b) Charge redistribution is induced on the sphere by the presence of the charged rod. The net charge on the sphere is still zero. (c) Touching the negative side of the sphere removes electrons by contact. (d) This leaves the sphere positively charged. (e) The sphere is more strongly attracted to the negative rod, and, when it touches, charging by contact occurs. (f) The negative sphere is repelled by the still somewhat negatively charged rod.",Figure 22.8: six stages of charging a hanging metal sphere by induction and grounding.,bca13e0704343392684d99626a811fa63b81754d7750610d5983c84aa34c33ab,,units/unit7/images_7_1/u7_1_from_ch_22_8_charging_by_induction_grounding_metal_sphere.png
PHYS-A272E2472D90,images/unit7/PHYS-A272E2472D90__u7_1_from_ch_22_9_cloud_ground_induced_charges_lightning.png,u7_1_from_ch_22_9_cloud_ground_induced_charges_lightning.png,7,7.1,22,9,conceptual_reference,conceptual_reference,light; charge,Figure 22.9: a negatively charged cloud induces positive charge on the ground below,Figure 22.9 The negative charge at the bottom of the cloud induces a positive charge at the surface of the ground below.,Figure 22.9: a negatively charged cloud induces positive charge on the ground below.,a272e2472d905f36764eb0854907d5a03c286369c5129613003861f518659549,,units/unit7/images_7_1/u7_1_from_ch_22_9_cloud_ground_induced_charges_lightning.png
PHYS-EA800C914A00,images/unit7/PHYS-EA800C914A00__u7_2_from_ch_22_22_spring_and_charged_particle_potential_energy_work_input.png,u7_2_from_ch_22_22_spring_and_charged_particle_potential_energy_work_input.png,7,7.2,22,22,conceptual_reference,conceptual_reference,energy; work; charge,Figure 22.22: spring compression and a charged particle pushed closer to a charged sphere both gain potential energy,"Figure 22.22 (a) The spring has more mechanical PE when compressed. (b) The charged particle similarly has more electric PE when pushed closer to the charged sphere. In both cases, the increased PE is the result of work input.",Figure 22.22: spring compression and a charged particle pushed closer to a charged sphere both gain potential energy.,ea800c914a004acc7cc3b977cbfca74efcd6d0b19abde8672b2b2906e2402fe8,,units/unit7/images_7_2/u7_2_from_ch_22_22_spring_and_charged_particle_potential_energy_work_input.png
PHYS-A2723C85C813,images/unit7/PHYS-A2723C85C813__u7_2_from_ch_22_23_potential_energy_to_kinetic_energy_mass_and_charge.png,u7_2_from_ch_22_23_potential_energy_to_kinetic_energy_mass_and_charge.png,7,7.2,22,23,model_or_diagram,model_or_diagram,energy; electric; charge,Figure 22.23: gravitational and electric potential energy transform into kinetic energy,"Figure 22.23 (a) The PE (gravitational potential energy) of a mass held in a gravitational field, when released, transforms into KE (kinetic energy). (b) The PE of a charged particle held in an electric field, when released, becomes KE. Can you see that the KE acquired by each equals the decrease in PE?",Figure 22.23: gravitational and electric potential energy transform into kinetic energy.,a2723c85c81329acb0513bee9f083bf8caad0a5c154affa164b299ddd4439763,,units/unit7/images_7_2/u7_2_from_ch_22_23_potential_energy_to_kinetic_energy_mass_and_charge.png
PHYS-F39A3EE4778E,images/unit7/PHYS-F39A3EE4778E__u7_2_from_ch_22_24_same_electric_potential_different_charges.png,u7_2_from_ch_22_24_same_electric_potential_different_charges.png,7,7.2,22,24,model_or_diagram,model_or_diagram; comparison,energy; electric; charge,Figure 22.24: two charged bodies near a dome have different electric potential energy but the same electric potential,"Figure 22.24 Of the two charged bodies near the charged dome, the one with the greater charge has the higher electric PE in the field of the dome. But the electric potential of each is the same—likewise for any amount of charge in the same location. Can you see why?",Figure 22.24: two charged bodies near a dome have different electric potential energy but the same electric potential.,f39a3ee4778e804b102138d71671f35936b811d8dcefb438c1cfac89114ae9bd,,units/unit7/images_7_2/u7_2_from_ch_22_24_same_electric_potential_different_charges.png
PHYS-903A7FA97935,images/unit7/PHYS-903A7FA97935__u7_2_from_ch_22_25_charged_balloon_high_voltage_low_energy.png,u7_2_from_ch_22_25_charged_balloon_high_voltage_low_energy.png,7,7.2,22,25,phenomenon_or_example,phenomenon_or_example,energy; charge; voltage,Figure 22.25: charged balloon at high voltage but low total energy,"Figure 22.25 Although the electric potential (voltage) of the charged balloon is high, the electric potential energy is low because of the small amount of charge. Therefore, very little energy transfers when the balloon is discharged.",Figure 22.25: charged balloon at high voltage but low total energy.,903a7fa97935216809219a34b038853bdc04852e9811fafcdb4f03004bd771f2,,units/unit7/images_7_2/u7_2_from_ch_22_25_charged_balloon_high_voltage_low_energy.png
PHYS-D8AFAC47BA65,images/unit7/PHYS-D8AFAC47BA65__u7_2_from_ch_22_26_capacitor_parallel_plates_battery_charge_storage.png,u7_2_from_ch_22_26_capacitor_parallel_plates_battery_charge_storage.png,7,7.2,22,26,comparison,comparison,charge,Figure 22.26: parallel plate capacitor connected to a battery,"Figure 22.26 A capacitor consisting of two closely spaced, parallel metal plates. When connected to a battery, the plates acquire equal and opposite charges. The voltage between the plates then matches the electric potential difference between the battery terminals.",Figure 22.26: parallel plate capacitor connected to a battery.,d8afac47ba65e7ecf183e5b29dee59e943df683a631b2ae4dea8d301712524f0,,units/unit7/images_7_2/u7_2_from_ch_22_26_capacitor_parallel_plates_battery_charge_storage.png
PHYS-436B18A72CA4,images/unit7/PHYS-436B18A72CA4__u7_2_from_ch_22_30_van_de_graaff_generator_belt_sphere_charge.png,u7_2_from_ch_22_30_van_de_graaff_generator_belt_sphere_charge.png,7,7.2,22,30,conceptual_reference,conceptual_reference,charge,"Figure 22.30: simple model of a Van de Graaff generator with belt, rollers, metal points, and sphere",Figure 22.30 A simple model of a Van de Graaff generator.,"Figure 22.30: simple model of a Van de Graaff generator with belt, rollers, metal points, and sphere.",436b18a72ca446bc7966c0db6c70158c7ed3480f4510ca6dd9830375e21b4dcb,,units/unit7/images_7_2/u7_2_from_ch_22_30_van_de_graaff_generator_belt_sphere_charge.png
PHYS-21F04099799E,images/unit7/PHYS-21F04099799E__u7_2_from_ch_23_1_pressure_difference_pump_voltage_analogy.png,u7_2_from_ch_23_1_pressure_difference_pump_voltage_analogy.png,7,7.2,23,1,conceptual_reference,conceptual_reference,voltage; pressure,"Figure 23.1: water flows from a higher-pressure reservoir to lower pressure, and a pump maintains continuous flow",Figure 23.1 (a) Water flows from the reservoir of higher pressure to the reservoir of lower pressure. The flow ceases when the difference in pressure ceases. (b) Water continues to flow because a difference in pressure is maintained by the pump.,"Figure 23.1: water flows from a higher-pressure reservoir to lower pressure, and a pump maintains continuous flow.",21f04099799e03327c348160b013e003b1247602235ba57af2cd1511ba03befb,,units/unit7/images_7_2/u7_2_from_ch_23_1_pressure_difference_pump_voltage_analogy.png
PHYS-539B52290A9C,images/unit7/PHYS-539B52290A9C__u7_2_from_ch_23_2_flashlight_cell_circuit_voltage_source.png,u7_2_from_ch_23_2_flashlight_cell_circuit_voltage_source.png,7,7.2,23,2,model_or_diagram,model_or_diagram,light; circuit; voltage,Figure 23.2: a 1.5-volt flashlight cell connected in a circuit with a small glowing bulb,Figure 23.2 Each coulomb of charge made to flow in a circuit that connects the ends of this 1.5-V flashlight cell is energized with 1.5 J.,Figure 23.2: a 1.5-volt flashlight cell connected in a circuit with a small glowing bulb.,539b52290a9c3a908c9e8ec07adeb3a8e26ecd3719a4e427518ce3df275ee230,,units/unit7/images_7_2/u7_2_from_ch_23_2_flashlight_cell_circuit_voltage_source.png
PHYS-3B8DB6D4E907,images/unit7/PHYS-3B8DB6D4E907__u7_2_from_ch_23_3_electric_eel_voltage_head_to_tail.png,u7_2_from_ch_23_3_electric_eel_voltage_head_to_tail.png,7,7.2,23,3,conceptual_reference,conceptual_reference,electric; voltage,"Figure 23.3: electric eel, an unusual biological source of voltage",Figure 23.3 An unusual source of voltage. The electric potential between the head and tail of the electric eel ( Electrophorus electricus ) can be up to 600 V.,"Figure 23.3: electric eel, an unusual biological source of voltage.",3b8db6d4e9075c71f50fa38ddddc0dba2aa2568748a2c15e5f780255a360a643,,units/unit7/images_7_2/u7_2_from_ch_23_3_electric_eel_voltage_head_to_tail.png
PHYS-1D8856775B00,images/unit7/PHYS-1D8856775B00__u7_3_from_ch_23_4_hydraulic_and_electric_resistance_circuit_analogy.png,u7_3_from_ch_23_4_hydraulic_and_electric_resistance_circuit_analogy.png,7,7.3,23,4,model_or_diagram,model_or_diagram,electric; circuit; resistance,Figure 23.4: hydraulic and electric circuits showing resistance to flow,"Figure 23.4 (a) In a hydraulic circuit, a narrow pipe (green) offers resistance to water flow. (b) In an electric circuit, a lamp or other device (shown by the zigzag symbol for resistance) offers resistance to electron flow.",Figure 23.4: hydraulic and electric circuits showing resistance to flow.,1d8856775b007f5398e9188fa32efcc8761cecd7fb27327868baf4fc698c09db,,units/unit7/images_7_3/u7_3_from_ch_23_4_hydraulic_and_electric_resistance_circuit_analogy.png
PHYS-574AB9909A44,images/unit7/PHYS-574AB9909A44__u7_3_from_ch_23_5_thick_hose_greater_current_same_pressure.png,u7_3_from_ch_23_5_thick_hose_greater_current_same_pressure.png,7,7.3,23,5,comparison,comparison,current; resistance; pressure,Figure 23.5: firefighter using a thick hose to show lower resistance and greater flow,Figure 23.5 More water flows through a thick hose than through a thin hose connected to a city's water system (same water pressure). Likewise for electric current in thick and thin wires connected across the same potential difference.,Figure 23.5: firefighter using a thick hose to show lower resistance and greater flow.,574ab9909a4459206d99fe2f44bcbc6a65b5241e88889e2a950ac77f9dfabbe6,,units/unit7/images_7_3/u7_3_from_ch_23_5_thick_hose_greater_current_same_pressure.png
PHYS-C8986C54FC2C,images/unit7/PHYS-C8986C54FC2C__u7_3_from_ch_23_7_bird_on_one_high_voltage_wire_no_shock.png,u7_3_from_ch_23_7_bird_on_one_high_voltage_wire_no_shock.png,7,7.3,23,7,conceptual_reference,conceptual_reference,voltage,Figure 23.7: bird standing on one high-voltage wire without shock,"Figure 23.7 The bird can stand harmlessly on one wire of high potential, but it had better not reach over and grab a neighboring wire!",Figure 23.7: bird standing on one high-voltage wire without shock.,c8986c54fc2c619713e78998f8ab2fd3b0d703098c629d197049b087fa5d64f9,,units/unit7/images_7_3/u7_3_from_ch_23_7_bird_on_one_high_voltage_wire_no_shock.png
PHYS-9EF7BCA4DFA8,images/unit7/PHYS-9EF7BCA4DFA8__u7_3_from_ch_23_8_three_prong_plug_grounding_prevents_shock.png,u7_3_from_ch_23_8_three_prong_plug_grounding_prevents_shock.png,7,7.3,23,8,phenomenon_or_example,phenomenon_or_example,,Figure 23.8: three-prong plug with round grounding prong,"Figure 23.8 The round prong connects the body of the appliance directly to ground (Earth). Any charge that builds up on an appliance is therefore conducted to the ground, thereby preventing accidental shock.",Figure 23.8: three-prong plug with round grounding prong.,9ef7bca4dfa80c30f17d41ff061aa21ebcddb4ce514974ec8003a54a29fe81b9,,units/unit7/images_7_3/u7_3_from_ch_23_8_three_prong_plug_grounding_prevents_shock.png
PHYS-856FD38BF2B9,images/unit7/PHYS-856FD38BF2B9__u7_4_from_ch_16_24_solar_constant_energy_per_square_meter.png,u7_4_from_ch_16_24_solar_constant_energy_per_square_meter.png,7,7.4,16,24,model_or_diagram,model_or_diagram; phenomenon_or_example,energy,Figure 16.24: Solar constant energy per square meter perpendicular to the Sun's rays.,"Figure 16.24 Over each square meter of area perpendicular to the Sun’s rays at the top of the atmosphere, the Sun pours 1400 J of radiant energy each second. Hence the solar constant is 1.4 kJ/s/m 2 , or 1.4 kW/m 2 .",Figure 16.24: Solar constant energy per square meter perpendicular to the Sun's rays.,856fd38bf2b9d4571adaea128f4fdc1c50705b0dc9153c46d42e8fef9db4b3c1,,units/unit7/images_7_4/u7_4_from_ch_16_24_solar_constant_energy_per_square_meter.png
PHYS-CB80A36950D6,images/unit7/PHYS-CB80A36950D6__u7_4_from_ch_16_25_solar_water_heaters_greenhouse_effect_roof.png,u7_4_from_ch_16_25_solar_water_heaters_greenhouse_effect_roof.png,7,7.4,16,25,conceptual_reference,conceptual_reference,heat,Figure 16.25: Solar water heaters on a roof.,"Figure 16.25 High-tech solar water heaters are covered with glass to provide a greenhouse effect, which further heats the water.",Figure 16.25: Solar water heaters on a roof.,cb80a36950d62ba5825cfec4a5454c28bd021d54178a09ae6f092f58cf52c409,,units/unit7/images_7_4/u7_4_from_ch_16_25_solar_water_heaters_greenhouse_effect_roof.png
PHYS-0147988DBB7B,images/unit7/PHYS-0147988DBB7B__u7_4_from_ch_16_pp_earth_sun_angle_energy_per_area_regions_a_b.png,u7_4_from_ch_16_pp_earth_sun_angle_energy_per_area_regions_a_b.png,7,7.4,16,pp,model_or_diagram,model_or_diagram; phenomenon_or_example,energy; light,Practicing Physics sketch: Earth with parallel rays of light and equal-area regions A and B.,Practicing Physics Earth-Sun-angle sketch with parallel rays of light and equal-area regions A and B.,Practicing Physics sketch: Earth with parallel rays of light and equal-area regions A and B.,0147988dbb7b2dca679ceb4ab94f5478c8b1d1bc97f6daf099002edf0f0c04b9,,units/unit7/images_7_4/u7_4_from_ch_16_pp_earth_sun_angle_energy_per_area_regions_a_b.png
PHYS-2AA94189EB60,images/unit7/PHYS-2AA94189EB60__u7_4_from_ch_16_pp_flashlight_angle_spreads_solar_energy.png,u7_4_from_ch_16_pp_flashlight_angle_spreads_solar_energy.png,7,7.4,16,pp,conceptual_reference,conceptual_reference,energy; light,Practicing Physics sketch: a flashlight beam spread over perpendicular and tilted surfaces.,"Practicing Physics flashlight-angle sketch: perpendicular light is concentrated, while tilted light is spread out over a larger area.",Practicing Physics sketch: a flashlight beam spread over perpendicular and tilted surfaces.,2aa94189eb605da7c797a00e266b851399b0bc14d5338ce3148d0e41e9cb647d,,units/unit7/images_7_4/u7_4_from_ch_16_pp_flashlight_angle_spreads_solar_energy.png
PHYS-538F4474EC4D,images/unit7/PHYS-538F4474EC4D__u7_4_from_ch_23_11_ac_to_pulsating_dc_smoothing_with_capacitor.png,u7_4_from_ch_23_11_ac_to_pulsating_dc_smoothing_with_capacitor.png,7,7.4,23,11,conceptual_reference,conceptual_reference,,"Figure 23.11: ac input to diode, pulsating dc output, and smoothing with a capacitor","Figure 23.11 (a) When input to a diode is ac, (b) output is pulsating dc. (c) Slow charging and discharging of a capacitor provide continuous and smoother current. (d) In practice, a pair of diodes is used, so there are no gaps in the current output. The pair of diodes reverses the polarity of alternate half-cycles instead of eliminating them.","Figure 23.11: ac input to diode, pulsating dc output, and smoothing with a capacitor.",538f4474ec4d08f93008e58245a46a1ceed82c9eca9167ba8fed2e637e2ab3ba,,units/unit7/images_7_4/u7_4_from_ch_23_11_ac_to_pulsating_dc_smoothing_with_capacitor.png
PHYS-7E88D6D197E9,images/unit7/PHYS-7E88D6D197E9__u7_4_from_ch_23_12_water_reservoir_capacitor_smooths_pulses.png,u7_4_from_ch_23_12_water_reservoir_capacitor_smooths_pulses.png,7,7.4,23,12,conceptual_reference,conceptual_reference,,Figure 23.12: water reservoir smoothing pulsed water input into steady output,"Figure 23.12 Water input to the reservoir may be in repeated spurts or pulses, but the output is a fairly smooth stream. Likewise with a capacitor.",Figure 23.12: water reservoir smoothing pulsed water input into steady output.,7e88d6d197e97555b7d24d9e4e1d99d08c0348e396b0bbf6e040e4079f1f6f71,,units/unit7/images_7_4/u7_4_from_ch_23_12_water_reservoir_capacitor_smooths_pulses.png
