bank_id,slot_id,section,destination,form,slot_number,i_can_id,i_can,evidence_job,structure_id,representation_mode,question_family_id,variant_role,seed_slot_id,dok,audit_status,stage_3e_audit_status
U1-S5-Extra-Q23,U1-S5-Extra-Q23,1.5,Practice Extra,Extra,23,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,extract force information from a real-world model and use it to complete a quantitative force diagram,REPRESENTATION-READ-THEN-CALCULATE-01,force_diagram,u1-s5-ic1-extract-force-information-real-world-model-it-complete-quantitative-force,parallel,U1-S5-PS1-Q23,2,NEEDS AUDIT,PASS
U1-S5-Extra-Q24,U1-S5-Extra-Q24,1.5,Practice Extra,Extra,24,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,determine an intermediate net force from the model and use it in a dependent motion/explanation decision,FORMULA-MULTISTEP-DEPENDENT-01,force_diagram_motion,u1-s5-ic3-determine-intermediate-net-force-model-it-dependent-motion-explanation-decision,parallel,U1-S5-PS1-Q24,3,NEEDS AUDIT,PASS
U1-S5-CYU-Q1,U1-S5-CYU-Q1,1.5,CYU,CYU,1,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,build precise vocabulary meaning for force model in the section learning context,VOCAB-TERM-TO-DEFINITION-01,direct_text,u1-s5-ic1-build-precise-vocabulary-meaning-force-model-vocab-term-to-definition,adaptation,U1-S5-PS1-Q01,1,NEEDS AUDIT,PASS
U1-S5-CYU-Q2,U1-S5-CYU-Q2,1.5,CYU,CYU,2,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,build precise vocabulary meaning for net force in the section learning context,VOCAB-TERM-TO-CONCEPT-01,direct_text,u1-s5-ic2-build-precise-vocabulary-meaning-net-force-vocab-term-to-concept,adaptation,U1-S5-PS1-Q04,1,NEEDS AUDIT,PASS
U1-S5-CYU-Q3,U1-S5-CYU-Q3,1.5,CYU,CYU,3,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,construct a force diagram for a supported or moving object,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s5-ic1-construct-force-diagram-supported-moving-object,adaptation,U1-S5-PS1-Q12,2,NEEDS AUDIT,PASS
U1-S5-CYU-Q4,U1-S5-CYU-Q4,1.5,CYU,CYU,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,connect a force diagram to a motion description,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s5-ic3-connect-force-diagram-motion-description,adaptation,U1-S5-PS1-Q16,2,NEEDS AUDIT,PASS
U1-S5-CYU-Q5,U1-S5-CYU-Q5,1.5,CYU,CYU,5,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,revise an explanation so net force and motion change are consistent,CER-MECHANISM-EXPLAIN-01,force_diagram_motion,u1-s5-ic3-revise-explanation-so-net-force-motion-change-are-consistent,adaptation,U1-S5-PS1-Q18,2,NEEDS AUDIT,PASS
U1-S5-CYU-Q6,U1-S5-CYU-Q6,1.5,CYU,CYU,6,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,"after selecting the object/system, calculate whether the modeled forces balance",FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s5-ic2-after-selecting-object-system-calculate-modeled-forces-balance,adaptation,U1-S5-PS1-Q21,2,NEEDS AUDIT,PASS
U1-S5-WU1-Q1,U1-S5-WU1-Q1,1.5,Warm-Up 1,WU1,1,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s5-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU1-Q2,U1-S5-WU1-Q2,1.5,Warm-Up 1,WU1,2,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s4-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU1-Q3,U1-S5-WU1-Q3,1.5,Warm-Up 1,WU1,3,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s5-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU1-Q4,U1-S5-WU1-Q4,1.5,Warm-Up 1,WU1,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s5-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU2-Q1,U1-S5-WU2-Q1,1.5,Warm-Up 2,WU2,1,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s5-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU2-Q2,U1-S5-WU2-Q2,1.5,Warm-Up 2,WU2,2,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s4-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU2-Q3,U1-S5-WU2-Q3,1.5,Warm-Up 2,WU2,3,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s5-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU2-Q4,U1-S5-WU2-Q4,1.5,Warm-Up 2,WU2,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s5-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU3-Q1,U1-S5-WU3-Q1,1.5,Warm-Up 3,WU3,1,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,current/recent Physics retrieval from the section learning progression,PROC-DIRECT-EXECUTE-01,direct_text,u1-s5-ic1-recent-retrieval-progression,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU3-Q2,U1-S5-WU3-Q2,1.5,Warm-Up 3,WU3,2,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,older/spiraled Physics retrieval from the preceding section,PROC-DIRECT-EXECUTE-01,direct_text,u1-s4-ic1-older-spiraled-retrieval-preceding,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU3-Q3,U1-S5-WU3-Q3,1.5,Warm-Up 3,WU3,3,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,concise conceptual/vocabulary/application retrieval tied to the exact I-can,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s5-ic2-concise-conceptual-vocabulary-application-retrieval-tied-exact-i-can,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-WU3-Q4,U1-S5-WU3-Q4,1.5,Warm-Up 3,WU3,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,recurring Physics math/formula skill in a short physical situation with an appropriate supplied/current relationship,FORMULA-DIRECT-RELATIONSHIP-01,force_diagram,u1-s5-ic3-recurring-math-formula-skill-physical-situation-appropriate-supplied-relationship,retrieval,,2,NEEDS AUDIT,PASS
U1-S5-EXIT-A-Q1,U1-S5-EXIT-A-Q1,1.5,Exit Ticket A,A,1,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,core model construction for a clearly selected object/system,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s5-ic1-model-construction-clearly-selected-object-system,seed,,2,NEEDS AUDIT,PASS
U1-S5-EXIT-A-Q2,U1-S5-EXIT-A-Q2,1.5,Exit Ticket A,A,2,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,conceptual classification of balanced versus unbalanced from a fresh force model,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s5-ic2-conceptual-classification-balanced-versus-unbalanced-force-model,seed,,2,NEEDS AUDIT,PASS
U1-S5-EXIT-A-Q3,U1-S5-EXIT-A-Q3,1.5,Exit Ticket A,A,3,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,application connecting net-force direction to expected motion change,PHYS-PREDICT-JUSTIFY-01,force_diagram_motion,u1-s5-ic3-application-connecting-net-force-direction-expected-motion-change,seed,,2,NEEDS AUDIT,PASS
U1-S5-EXIT-A-Q4,U1-S5-EXIT-A-Q4,1.5,Exit Ticket A,A,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,strongest transfer: critique and revise an incorrect force explanation/model using fresh evidence,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s5-ic3-transfer-critique-revise-incorrect-force-explanation-model-evidence,seed,,3,NEEDS AUDIT,PASS
U1-S5-EXIT-B-Q1,U1-S5-EXIT-B-Q1,1.5,Exit Ticket B,B,1,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,core model construction for a clearly selected object/system,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s5-ic1-model-construction-clearly-selected-object-system,parallel,U1-S5-EXIT-A-Q1,2,NEEDS AUDIT,PASS
U1-S5-EXIT-B-Q2,U1-S5-EXIT-B-Q2,1.5,Exit Ticket B,B,2,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,conceptual classification of balanced versus unbalanced from a fresh force model,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s5-ic2-conceptual-classification-balanced-versus-unbalanced-force-model,parallel,U1-S5-EXIT-A-Q2,2,NEEDS AUDIT,PASS
U1-S5-EXIT-B-Q3,U1-S5-EXIT-B-Q3,1.5,Exit Ticket B,B,3,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,application connecting net-force direction to expected motion change,PHYS-PREDICT-JUSTIFY-01,force_diagram_motion,u1-s5-ic3-application-connecting-net-force-direction-expected-motion-change,parallel,U1-S5-EXIT-A-Q3,2,NEEDS AUDIT,PASS
U1-S5-EXIT-B-Q4,U1-S5-EXIT-B-Q4,1.5,Exit Ticket B,B,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,strongest transfer: critique and revise an incorrect force explanation/model using fresh evidence,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s5-ic3-transfer-critique-revise-incorrect-force-explanation-model-evidence,parallel,U1-S5-EXIT-A-Q4,3,NEEDS AUDIT,PASS
U1-S5-EXIT-C-Q1,U1-S5-EXIT-C-Q1,1.5,Exit Ticket C,C,1,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,core model construction for a clearly selected object/system,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s5-ic1-model-construction-clearly-selected-object-system,parallel,U1-S5-EXIT-A-Q1,2,NEEDS AUDIT,PASS
U1-S5-EXIT-C-Q2,U1-S5-EXIT-C-Q2,1.5,Exit Ticket C,C,2,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,conceptual classification of balanced versus unbalanced from a fresh force model,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s5-ic2-conceptual-classification-balanced-versus-unbalanced-force-model,parallel,U1-S5-EXIT-A-Q2,2,NEEDS AUDIT,PASS
U1-S5-EXIT-C-Q3,U1-S5-EXIT-C-Q3,1.5,Exit Ticket C,C,3,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,application connecting net-force direction to expected motion change,PHYS-PREDICT-JUSTIFY-01,force_diagram_motion,u1-s5-ic3-application-connecting-net-force-direction-expected-motion-change,parallel,U1-S5-EXIT-A-Q3,2,NEEDS AUDIT,PASS
U1-S5-EXIT-C-Q4,U1-S5-EXIT-C-Q4,1.5,Exit Ticket C,C,4,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,strongest transfer: critique and revise an incorrect force explanation/model using fresh evidence,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s5-ic3-transfer-critique-revise-incorrect-force-explanation-model-evidence,parallel,U1-S5-EXIT-A-Q4,3,NEEDS AUDIT,PASS
U1-SUM-V1-Q01,U1-SUM-V1-Q01,1.1,Summative V1,V1,1,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",distinguish observation from inference from a concise evidence scenario,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s1-ic1-distinguish-observation-inference-concise-evidence-scenario,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q02,U1-SUM-V1-Q02,1.1,Summative V1,V1,2,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify which claim is scientifically testable,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s1-ic2-identify-which-claim-is-scientifically-testable,seed,,1,NEEDS AUDIT,PASS
U1-SUM-V1-Q03,U1-SUM-V1-Q03,1.2,Summative V1,V1,3,U1-S2-IC1,I can state Newton’s First Law in everyday language.,apply Newton First Law to predict unchanged motion,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s2-ic1-apply-newton-first-law-predict-unchanged-motion,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q04,U1-SUM-V1-Q04,1.2,Summative V1,V1,4,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",reject inertia-as-force reasoning,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s2-ic2-reject-inertia-as-force-reasoning,seed,,1,NEEDS AUDIT,PASS
U1-SUM-V1-Q05,U1-SUM-V1-Q05,1.2,Summative V1,V1,5,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",distinguish no forces from zero net force using a force model,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram,u1-s2-ic3-distinguish-no-forces-zero-net-force-force-model,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q06,U1-SUM-V1-Q06,1.3,Summative V1,V1,6,U1-S3-IC1,I can explain why force is a vector quantity.,interpret vector magnitude and direction,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic1-interpret-vector-magnitude-direction,seed,,1,NEEDS AUDIT,PASS
U1-SUM-V1-Q07,U1-SUM-V1-Q07,1.3,Summative V1,V1,7,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine net force in a one-dimensional force combination,FORMULA-DIRECT-RELATIONSHIP-01,vector_line,u1-s3-ic2-determine-net-force-dimensional-force-combination,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q08,U1-SUM-V1-Q08,1.3,Summative V1,V1,8,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,identify resultant force from a scaled vector diagram,REPRESENTATION-READ-THEN-CALCULATE-01,vector_diagram,u1-s3-ic3-identify-resultant-force-scaled-vector-diagram,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q09,U1-SUM-V1-Q09,1.4,Summative V1,V1,9,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify static versus dynamic equilibrium from motion evidence,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s4-ic1-classify-static-versus-dynamic-equilibrium-motion-evidence,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q10,U1-SUM-V1-Q10,1.4,Summative V1,V1,10,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,identify why a resting object can have forces acting,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram,u1-s4-ic2-identify-why-resting-object-can-have-forces-acting,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q11,U1-SUM-V1-Q11,1.5,Summative V1,V1,11,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,classify a force model as balanced or unbalanced,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s5-ic2-classify-force-model-as-balanced-unbalanced,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q12,U1-SUM-V1-Q12,1.2,Summative V1,V1,12,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify support force and weight on the chosen object,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s2-ic3-identify-support-force-weight-on-chosen-object,seed,,1,NEEDS AUDIT,PASS
U1-SUM-V1-Q13,U1-SUM-V1-Q13,1.3,Summative V1,V1,13,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,reason backward to a missing force from the resultant,FORMULA-INVERSE-VARIABLE-01,vector_line,u1-s3-ic2-reason-backward-missing-force-resultant,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q14,U1-SUM-V1-Q14,1.3,Summative V1,V1,14,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,rank force diagrams by net-force magnitude,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram_set,u1-s3-ic3-rank-force-diagrams-by-net-force-magnitude,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q15,U1-SUM-V1-Q15,1.4,Summative V1,V1,15,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,recognize equilibrium despite nonzero constant velocity,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s4-ic1-recognize-equilibrium-despite-nonzero-constant-velocity,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q16,U1-SUM-V1-Q16,1.5,Summative V1,V1,16,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,connect balanced/unbalanced classification to net-force evidence,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s5-ic2-connect-balanced-unbalanced-classification-net-force-evidence,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q17,U1-SUM-V1-Q17,1.1,Summative V1,V1,17,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",evaluate an explanation using a compact evidence/model set and interpret the relationship physically,CER-CLAIM-EVIDENCE-REASONING-01,evidence_set,u1-s1-ic3-evaluate-explanation-evidence-model-set-interpret-relationship-physically,seed,,3,NEEDS AUDIT,PASS
U1-SUM-V1-Q18,U1-SUM-V1-Q18,1.4,Summative V1,V1,18,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use equilibrium reasoning to infer a missing force and explain the motion implication,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s4-ic3-equilibrium-reasoning-infer-missing-force-explain-motion-implication,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q19,U1-SUM-V1-Q19,1.5,Summative V1,V1,19,U1-S5-IC1,I can draw a force diagram for an object in a real-world situation.,construct a force diagram for a clearly defined real-world object/system,FREEBODY-DIAGRAM-CONSTRUCT-01,student_constructed_force_diagram,u1-s5-ic1-construct-force-diagram-clearly-defined-real-world-object-system,seed,,2,NEEDS AUDIT,PASS
U1-SUM-V1-Q20,U1-SUM-V1-Q20,1.5,Summative V1,V1,20,U1-S5-IC3,I can explain how the net force affects the object’s motion and critique an incorrect force explanation and revise it using physics vocabulary.,critique and revise a force explanation/model so net force and motion are consistent,REPRESENTATION-CONSTRUCT-OR-CRITIQUE-01,flawed_force_diagram,u1-s5-ic3-critique-revise-force-explanation-model-so-net-force-motion-are,seed,,3,NEEDS AUDIT,PASS
U1-SUM-V2-Q01,U1-SUM-V2-Q01,1.1,Summative V2,V2,1,U1-S1-IC1,"I can distinguish between an observation, inference, hypothesis, law, and theory.",distinguish observation from inference from a concise evidence scenario,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s1-ic1-distinguish-observation-inference-concise-evidence-scenario,parallel,U1-SUM-V1-Q01,2,NEEDS AUDIT,PASS
U1-SUM-V2-Q02,U1-SUM-V2-Q02,1.1,Summative V2,V2,2,U1-S1-IC2,I can explain why a claim must be testable to be scientific.,identify which claim is scientifically testable,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s1-ic2-identify-which-claim-is-scientifically-testable,parallel,U1-SUM-V1-Q02,1,NEEDS AUDIT,PASS
U1-SUM-V2-Q03,U1-SUM-V2-Q03,1.2,Summative V2,V2,3,U1-S2-IC1,I can state Newton’s First Law in everyday language.,apply Newton First Law to predict unchanged motion,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s2-ic1-apply-newton-first-law-predict-unchanged-motion,parallel,U1-SUM-V1-Q03,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q04,U1-SUM-V2-Q04,1.2,Summative V2,V2,4,U1-S2-IC2,"I can explain that inertia is a property of matter, not a force.",reject inertia-as-force reasoning,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,direct_text,u1-s2-ic2-reject-inertia-as-force-reasoning,parallel,U1-SUM-V1-Q04,1,NEEDS AUDIT,PASS
U1-SUM-V2-Q05,U1-SUM-V2-Q05,1.2,Summative V2,V2,5,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",distinguish no forces from zero net force using a force model,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram,u1-s2-ic3-distinguish-no-forces-zero-net-force-force-model,parallel,U1-SUM-V1-Q05,2,NEEDS AUDIT,PASS
U1-SUM-V2-Q06,U1-SUM-V2-Q06,1.3,Summative V2,V2,6,U1-S3-IC1,I can explain why force is a vector quantity.,interpret vector magnitude and direction,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,vector_diagram,u1-s3-ic1-interpret-vector-magnitude-direction,parallel,U1-SUM-V1-Q06,1,NEEDS AUDIT,FAIL
U1-SUM-V2-Q07,U1-SUM-V2-Q07,1.3,Summative V2,V2,7,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,determine net force in a one-dimensional force combination,FORMULA-DIRECT-RELATIONSHIP-01,vector_line,u1-s3-ic2-determine-net-force-dimensional-force-combination,parallel,U1-SUM-V1-Q07,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q08,U1-SUM-V2-Q08,1.3,Summative V2,V2,8,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,identify resultant force from a scaled vector diagram,REPRESENTATION-READ-THEN-CALCULATE-01,vector_diagram,u1-s3-ic3-identify-resultant-force-scaled-vector-diagram,parallel,U1-SUM-V1-Q08,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q09,U1-SUM-V2-Q09,1.4,Summative V2,V2,9,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,classify static versus dynamic equilibrium from motion evidence,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s4-ic1-classify-static-versus-dynamic-equilibrium-motion-evidence,parallel,U1-SUM-V1-Q09,2,NEEDS AUDIT,PASS
U1-SUM-V2-Q10,U1-SUM-V2-Q10,1.4,Summative V2,V2,10,U1-S4-IC2,I can explain why an object at rest can still have forces acting on it.,identify why a resting object can have forces acting,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram,u1-s4-ic2-identify-why-resting-object-can-have-forces-acting,parallel,U1-SUM-V1-Q10,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q11,U1-SUM-V2-Q11,1.5,Summative V2,V2,11,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,classify a force model as balanced or unbalanced,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s5-ic2-classify-force-model-as-balanced-unbalanced,parallel,U1-SUM-V1-Q11,2,NEEDS AUDIT,PASS
U1-SUM-V2-Q12,U1-SUM-V2-Q12,1.2,Summative V2,V2,12,U1-S2-IC3,"I can distinguish between “no forces acting” and “no net force acting.” and identify support force, weight, and other common forces in simple situations.",identify support force and weight on the chosen object,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,force_diagram,u1-s2-ic3-identify-support-force-weight-on-chosen-object,parallel,U1-SUM-V1-Q12,1,NEEDS AUDIT,FAIL
U1-SUM-V2-Q13,U1-SUM-V2-Q13,1.3,Summative V2,V2,13,U1-S3-IC2,I can combine forces acting in the same direction or opposite directions.,reason backward to a missing force from the resultant,FORMULA-INVERSE-VARIABLE-01,vector_line,u1-s3-ic2-reason-backward-missing-force-resultant,parallel,U1-SUM-V1-Q13,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q14,U1-SUM-V2-Q14,1.3,Summative V2,V2,14,U1-S3-IC3,I can identify the resultant force from a simple vector diagram and use arrow length and direction to compare force strength and direction.,rank force diagrams by net-force magnitude,PHYS-RANK-COMPARE-QUANTITIES-01,vector_diagram_set,u1-s3-ic3-rank-force-diagrams-by-net-force-magnitude,parallel,U1-SUM-V1-Q14,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q15,U1-SUM-V2-Q15,1.4,Summative V2,V2,15,U1-S4-IC1,I can recognize static equilibrium and dynamic equilibrium.,recognize equilibrium despite nonzero constant velocity,SELRESP-SINGLE-MISCONCEPTION-CHECK-01,motion_description,u1-s4-ic1-recognize-equilibrium-despite-nonzero-constant-velocity,parallel,U1-SUM-V1-Q15,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q16,U1-SUM-V2-Q16,1.5,Summative V2,V2,16,U1-S5-IC2,I can decide whether the forces are balanced or unbalanced.,connect balanced/unbalanced classification to net-force evidence,PHYS-REPRESENTATION-CONSISTENCY-01,force_diagram_motion,u1-s5-ic2-connect-balanced-unbalanced-classification-net-force-evidence,parallel,U1-SUM-V1-Q16,2,NEEDS AUDIT,FAIL
U1-SUM-V2-Q17,U1-SUM-V2-Q17,1.1,Summative V2,V2,17,U1-S1-IC3,"I can use evidence from a short scenario to decide whether a physics explanation is supported and explain why formulas in physics are guides for thinking, not just tools for calculation.",evaluate an explanation using a compact evidence/model set and interpret the relationship physically,CER-CLAIM-EVIDENCE-REASONING-01,evidence_set,u1-s1-ic3-evaluate-explanation-evidence-model-set-interpret-relationship-physically,parallel,U1-SUM-V1-Q17,3,NEEDS AUDIT,FAIL
U1-SUM-V2-Q18,U1-SUM-V2-Q18,1.4,Summative V2,V2,18,U1-S4-IC3,I can explain why an object moving at constant speed in a straight line can be in equilibrium and use the equilibrium rule to reason about upward/downward and left/right forces.,use equilibrium reasoning to infer a missing force and explain the motion implication,FORMULA-INVERSE-VARIABLE-01,force_diagram,u1-s4-ic3-equilibrium-reasoning-infer-missing-force-explain-motion-implication,parallel,U1-SUM-V1-Q18,2,NEEDS AUDIT,FAIL
